,,Missing,Overall
"mean_corpuscular_hemoglobin, n (%)",-4.122673313,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.170167915,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.217662518,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.26515712,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.312651722,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.360146324,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.407640926,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.455135528,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.50263013,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.550124733,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.597619335,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.645113937,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.692608539,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.740103141,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.787597743,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.835092346,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.882586948,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.93008155,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.977576152,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-5.025070754,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-5.072565356,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-5.167554561,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-5.215049163,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",0.0,,7515 (48.5)
"mean_corpuscular_hemoglobin, n (%)",0.009357074,,93 (0.6)
"mean_corpuscular_hemoglobin, n (%)",0.056851676,,138 (0.9)
"mean_corpuscular_hemoglobin, n (%)",0.104346279,,149 (1.0)
"mean_corpuscular_hemoglobin, n (%)",0.151840881,,109 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.199335483,,110 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.246830085,,124 (0.8)
"mean_corpuscular_hemoglobin, n (%)",0.294324687,,102 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.341819289,,123 (0.8)
"mean_corpuscular_hemoglobin, n (%)",0.389313892,,119 (0.8)
"mean_corpuscular_hemoglobin, n (%)",0.436808494,,118 (0.8)
"mean_corpuscular_hemoglobin, n (%)",0.484303096,,135 (0.9)
"mean_corpuscular_hemoglobin, n (%)",0.531797698,,127 (0.8)
"mean_corpuscular_hemoglobin, n (%)",0.5792923,,113 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.626786902,,112 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.674281505,,103 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.721776107,,102 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.769270709,,107 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.816765311,,98 (0.6)
"mean_corpuscular_hemoglobin, n (%)",0.864259913,,102 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.911754515,,115 (0.7)
"mean_corpuscular_hemoglobin, n (%)",0.959249117,,88 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.00674372,,93 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.054238322,,87 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.101732924,,101 (0.7)
"mean_corpuscular_hemoglobin, n (%)",1.149227526,,114 (0.7)
"mean_corpuscular_hemoglobin, n (%)",1.196722128,,86 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.24421673,,86 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.291711333,,88 (0.6)
"mean_corpuscular_hemoglobin, n (%)",1.339205935,,69 (0.4)
"mean_corpuscular_hemoglobin, n (%)",1.386700537,,54 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.434195139,,62 (0.4)
"mean_corpuscular_hemoglobin, n (%)",1.481689741,,58 (0.4)
"mean_corpuscular_hemoglobin, n (%)",1.529184343,,48 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.576678945,,48 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.624173548,,45 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.67166815,,42 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.719162752,,40 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.766657354,,39 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.814151956,,45 (0.3)
"mean_corpuscular_hemoglobin, n (%)",1.861646558,,34 (0.2)
"mean_corpuscular_hemoglobin, n (%)",1.909141161,,26 (0.2)
"mean_corpuscular_hemoglobin, n (%)",1.956635763,,31 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.004130365,,20 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.051624967,,25 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.099119569,,25 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.146614171,,26 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.194108774,,31 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.241603376,,28 (0.2)
"mean_corpuscular_hemoglobin, n (%)",2.289097978,,17 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.33659258,,23 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.384087182,,22 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.431581784,,23 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.479076386,,13 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.526570989,,14 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.574065591,,14 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.621560193,,21 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.669054795,,11 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.716549397,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",2.764043999,,16 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.811538602,,11 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.859033204,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.906527806,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",2.954022408,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.00151701,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.049011612,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",3.096506214,,8 (0.1)
"mean_corpuscular_hemoglobin, n (%)",3.144000817,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.191495419,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.238990021,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.286484623,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.333979225,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.381473827,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.42896843,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.476463032,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.523957634,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.571452236,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.618946838,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.66644144,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.713936043,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.761430645,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.808925247,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.856419849,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.903914451,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.951409053,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",3.998903655,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.046398258,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.09389286,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.141387462,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.188882064,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.236376666,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.426355075,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.473849677,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",4.663828086,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",5.043784903,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",5.091279505,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",5.186268709,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",5.328752516,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",5.376247118,,9 (0.1)
"red_blood_cell, n (%)",-0.016710497,,51 (0.3)
"red_blood_cell, n (%)",-0.041021998,,58 (0.4)
"red_blood_cell, n (%)",-0.065333499,,56 (0.4)
"red_blood_cell, n (%)",-0.089645,,54 (0.3)
"red_blood_cell, n (%)",-0.113956501,,45 (0.3)
"red_blood_cell, n (%)",-0.138268002,,54 (0.3)
"red_blood_cell, n (%)",-0.162579503,,51 (0.3)
"red_blood_cell, n (%)",-0.186891004,,55 (0.4)
"red_blood_cell, n (%)",-0.211202504,,54 (0.3)
"red_blood_cell, n (%)",-0.235514005,,58 (0.4)
"red_blood_cell, n (%)",-0.259825506,,47 (0.3)
"red_blood_cell, n (%)",-0.284137007,,52 (0.3)
"red_blood_cell, n (%)",-0.308448508,,48 (0.3)
"red_blood_cell, n (%)",-0.332760009,,54 (0.3)
"red_blood_cell, n (%)",-0.35707151,,64 (0.4)
"red_blood_cell, n (%)",-0.38138301,,64 (0.4)
"red_blood_cell, n (%)",-0.405694511,,54 (0.3)
"red_blood_cell, n (%)",-0.430006012,,56 (0.4)
"red_blood_cell, n (%)",-0.454317513,,44 (0.3)
"red_blood_cell, n (%)",-0.478629014,,41 (0.3)
"red_blood_cell, n (%)",-0.502940515,,63 (0.4)
"red_blood_cell, n (%)",-0.527252016,,56 (0.4)
"red_blood_cell, n (%)",-0.551563517,,49 (0.3)
"red_blood_cell, n (%)",-0.575875017,,50 (0.3)
"red_blood_cell, n (%)",-0.600186518,,48 (0.3)
"red_blood_cell, n (%)",-0.624498019,,66 (0.4)
"red_blood_cell, n (%)",-0.64880952,,40 (0.3)
"red_blood_cell, n (%)",-0.673121021,,55 (0.4)
"red_blood_cell, n (%)",-0.697432522,,41 (0.3)
"red_blood_cell, n (%)",-0.721744023,,57 (0.4)
"red_blood_cell, n (%)",-0.746055523,,67 (0.4)
"red_blood_cell, n (%)",-0.770367024,,41 (0.3)
"red_blood_cell, n (%)",-0.794678525,,53 (0.3)
"red_blood_cell, n (%)",-0.818990026,,42 (0.3)
"red_blood_cell, n (%)",-0.843301527,,48 (0.3)
"red_blood_cell, n (%)",-0.867613028,,49 (0.3)
"red_blood_cell, n (%)",-0.891924529,,44 (0.3)
"red_blood_cell, n (%)",-0.916236029,,48 (0.3)
"red_blood_cell, n (%)",-0.94054753,,52 (0.3)
"red_blood_cell, n (%)",-0.964859031,,42 (0.3)
"red_blood_cell, n (%)",-0.989170532,,41 (0.3)
"red_blood_cell, n (%)",-1.013482033,,61 (0.4)
"red_blood_cell, n (%)",-1.037793534,,37 (0.2)
"red_blood_cell, n (%)",-1.062105035,,44 (0.3)
"red_blood_cell, n (%)",-1.086416536,,42 (0.3)
"red_blood_cell, n (%)",-1.08e-15,,7515 (48.5)
"red_blood_cell, n (%)",-1.110728036,,36 (0.2)
"red_blood_cell, n (%)",-1.135039537,,50 (0.3)
"red_blood_cell, n (%)",-1.159351038,,48 (0.3)
"red_blood_cell, n (%)",-1.183662539,,45 (0.3)
"red_blood_cell, n (%)",-1.20797404,,43 (0.3)
"red_blood_cell, n (%)",-1.232285541,,45 (0.3)
"red_blood_cell, n (%)",-1.256597042,,48 (0.3)
"red_blood_cell, n (%)",-1.280908542,,40 (0.3)
"red_blood_cell, n (%)",-1.305220043,,53 (0.3)
"red_blood_cell, n (%)",-1.329531544,,49 (0.3)
"red_blood_cell, n (%)",-1.353843045,,47 (0.3)
"red_blood_cell, n (%)",-1.378154546,,32 (0.2)
"red_blood_cell, n (%)",-1.402466047,,45 (0.3)
"red_blood_cell, n (%)",-1.426777548,,28 (0.2)
"red_blood_cell, n (%)",-1.451089049,,44 (0.3)
"red_blood_cell, n (%)",-1.475400549,,34 (0.2)
"red_blood_cell, n (%)",-1.49971205,,35 (0.2)
"red_blood_cell, n (%)",-1.524023551,,47 (0.3)
"red_blood_cell, n (%)",-1.548335052,,42 (0.3)
"red_blood_cell, n (%)",-1.572646553,,29 (0.2)
"red_blood_cell, n (%)",-1.596958054,,32 (0.2)
"red_blood_cell, n (%)",-1.621269555,,35 (0.2)
"red_blood_cell, n (%)",-1.645581055,,31 (0.2)
"red_blood_cell, n (%)",-1.669892556,,33 (0.2)
"red_blood_cell, n (%)",-1.694204057,,29 (0.2)
"red_blood_cell, n (%)",-1.718515558,,28 (0.2)
"red_blood_cell, n (%)",-1.742827059,,33 (0.2)
"red_blood_cell, n (%)",-1.76713856,,26 (0.2)
"red_blood_cell, n (%)",-1.791450061,,30 (0.2)
"red_blood_cell, n (%)",-1.815761562,,35 (0.2)
"red_blood_cell, n (%)",-1.840073062,,31 (0.2)
"red_blood_cell, n (%)",-1.864384563,,23 (0.1)
"red_blood_cell, n (%)",-1.888696064,,23 (0.1)
"red_blood_cell, n (%)",-1.913007565,,33 (0.2)
"red_blood_cell, n (%)",-1.937319066,,20 (0.1)
"red_blood_cell, n (%)",-1.961630567,,19 (0.1)
"red_blood_cell, n (%)",-1.985942068,,21 (0.1)
"red_blood_cell, n (%)",-2.010253568,,15 (0.1)
"red_blood_cell, n (%)",-2.034565069,,15 (0.1)
"red_blood_cell, n (%)",-2.05887657,,17 (0.1)
"red_blood_cell, n (%)",-2.083188071,,22 (0.1)
"red_blood_cell, n (%)",-2.107499572,,22 (0.1)
"red_blood_cell, n (%)",-2.131811073,,10 (0.1)
"red_blood_cell, n (%)",-2.156122574,,20 (0.1)
"red_blood_cell, n (%)",-2.180434074,,11 (0.1)
"red_blood_cell, n (%)",-2.204745575,,23 (0.1)
"red_blood_cell, n (%)",-2.229057076,,16 (0.1)
"red_blood_cell, n (%)",-2.253368577,,12 (0.1)
"red_blood_cell, n (%)",-2.277680078,,12 (0.1)
"red_blood_cell, n (%)",-2.301991579,,11 (0.1)
"red_blood_cell, n (%)",-2.32630308,,11 (0.1)
"red_blood_cell, n (%)",-2.350614581,,14 (0.1)
"red_blood_cell, n (%)",-2.374926081,,18 (0.1)
"red_blood_cell, n (%)",-2.399237582,,13 (0.1)
"red_blood_cell, n (%)",-2.423549083,,13 (0.1)
"red_blood_cell, n (%)",-2.447860584,,6 (0.0)
"red_blood_cell, n (%)",-2.472172085,,4 (0.0)
"red_blood_cell, n (%)",-2.496483586,,8 (0.1)
"red_blood_cell, n (%)",-2.520795087,,15 (0.1)
"red_blood_cell, n (%)",-2.545106587,,6 (0.0)
"red_blood_cell, n (%)",-2.569418088,,12 (0.1)
"red_blood_cell, n (%)",-2.593729589,,11 (0.1)
"red_blood_cell, n (%)",-2.61804109,,7 (0.0)
"red_blood_cell, n (%)",-2.642352591,,6 (0.0)
"red_blood_cell, n (%)",-2.666664092,,10 (0.1)
"red_blood_cell, n (%)",-2.690975593,,6 (0.0)
"red_blood_cell, n (%)",-2.715287094,,6 (0.0)
"red_blood_cell, n (%)",-2.739598594,,14 (0.1)
"red_blood_cell, n (%)",-2.763910095,,11 (0.1)
"red_blood_cell, n (%)",-2.788221596,,4 (0.0)
"red_blood_cell, n (%)",-2.812533097,,5 (0.0)
"red_blood_cell, n (%)",-2.836844598,,5 (0.0)
"red_blood_cell, n (%)",-2.861156099,,5 (0.0)
"red_blood_cell, n (%)",-2.8854676,,3 (0.0)
"red_blood_cell, n (%)",-2.9097791,,7 (0.0)
"red_blood_cell, n (%)",-2.934090601,,4 (0.0)
"red_blood_cell, n (%)",-2.958402102,,7 (0.0)
"red_blood_cell, n (%)",-2.982713603,,4 (0.0)
"red_blood_cell, n (%)",-3.007025104,,4 (0.0)
"red_blood_cell, n (%)",-3.031336605,,6 (0.0)
"red_blood_cell, n (%)",-3.055648106,,8 (0.1)
"red_blood_cell, n (%)",-3.079959607,,4 (0.0)
"red_blood_cell, n (%)",-3.104271107,,3 (0.0)
"red_blood_cell, n (%)",-3.152894109,,3 (0.0)
"red_blood_cell, n (%)",-3.17720561,,1 (0.0)
"red_blood_cell, n (%)",-3.201517111,,4 (0.0)
"red_blood_cell, n (%)",-3.225828612,,3 (0.0)
"red_blood_cell, n (%)",-3.250140113,,1 (0.0)
"red_blood_cell, n (%)",-3.274451613,,2 (0.0)
"red_blood_cell, n (%)",-3.298763114,,1 (0.0)
"red_blood_cell, n (%)",-3.347386116,,2 (0.0)
"red_blood_cell, n (%)",-3.371697617,,1 (0.0)
"red_blood_cell, n (%)",-3.396009118,,3 (0.0)
"red_blood_cell, n (%)",-3.420320619,,1 (0.0)
"red_blood_cell, n (%)",-3.44463212,,4 (0.0)
"red_blood_cell, n (%)",-3.46894362,,1 (0.0)
"red_blood_cell, n (%)",-3.493255121,,2 (0.0)
"red_blood_cell, n (%)",-3.590501125,,2 (0.0)
"red_blood_cell, n (%)",-3.614812626,,4 (0.0)
"red_blood_cell, n (%)",-3.639124126,,1 (0.0)
"red_blood_cell, n (%)",-3.687747128,,2 (0.0)
"red_blood_cell, n (%)",-3.690081032,,8 (0.1)
"red_blood_cell, n (%)",0.007601003,,56 (0.4)
"red_blood_cell, n (%)",0.031912504,,50 (0.3)
"red_blood_cell, n (%)",0.056224005,,61 (0.4)
"red_blood_cell, n (%)",0.080535506,,56 (0.4)
"red_blood_cell, n (%)",0.104847007,,37 (0.2)
"red_blood_cell, n (%)",0.129158508,,58 (0.4)
"red_blood_cell, n (%)",0.153470009,,51 (0.3)
"red_blood_cell, n (%)",0.177781509,,50 (0.3)
"red_blood_cell, n (%)",0.20209301,,52 (0.3)
"red_blood_cell, n (%)",0.226404511,,54 (0.3)
"red_blood_cell, n (%)",0.250716012,,48 (0.3)
"red_blood_cell, n (%)",0.275027513,,37 (0.2)
"red_blood_cell, n (%)",0.299339014,,41 (0.3)
"red_blood_cell, n (%)",0.323650515,,41 (0.3)
"red_blood_cell, n (%)",0.347962016,,60 (0.4)
"red_blood_cell, n (%)",0.372273516,,44 (0.3)
"red_blood_cell, n (%)",0.396585017,,48 (0.3)
"red_blood_cell, n (%)",0.420896518,,52 (0.3)
"red_blood_cell, n (%)",0.445208019,,47 (0.3)
"red_blood_cell, n (%)",0.46951952,,47 (0.3)
"red_blood_cell, n (%)",0.493831021,,46 (0.3)
"red_blood_cell, n (%)",0.518142522,,34 (0.2)
"red_blood_cell, n (%)",0.542454022,,45 (0.3)
"red_blood_cell, n (%)",0.566765523,,44 (0.3)
"red_blood_cell, n (%)",0.591077024,,40 (0.3)
"red_blood_cell, n (%)",0.615388525,,55 (0.4)
"red_blood_cell, n (%)",0.639700026,,44 (0.3)
"red_blood_cell, n (%)",0.664011527,,38 (0.2)
"red_blood_cell, n (%)",0.688323028,,45 (0.3)
"red_blood_cell, n (%)",0.712634529,,59 (0.4)
"red_blood_cell, n (%)",0.736946029,,45 (0.3)
"red_blood_cell, n (%)",0.76125753,,43 (0.3)
"red_blood_cell, n (%)",0.785569031,,48 (0.3)
"red_blood_cell, n (%)",0.809880532,,63 (0.4)
"red_blood_cell, n (%)",0.834192033,,46 (0.3)
"red_blood_cell, n (%)",0.858503534,,48 (0.3)
"red_blood_cell, n (%)",0.882815035,,40 (0.3)
"red_blood_cell, n (%)",0.907126535,,48 (0.3)
"red_blood_cell, n (%)",0.931438036,,43 (0.3)
"red_blood_cell, n (%)",0.955749537,,41 (0.3)
"red_blood_cell, n (%)",0.980061038,,35 (0.2)
"red_blood_cell, n (%)",1.004372539,,34 (0.2)
"red_blood_cell, n (%)",1.02868404,,34 (0.2)
"red_blood_cell, n (%)",1.052995541,,32 (0.2)
"red_blood_cell, n (%)",1.077307041,,48 (0.3)
"red_blood_cell, n (%)",1.101618542,,36 (0.2)
"red_blood_cell, n (%)",1.125930043,,41 (0.3)
"red_blood_cell, n (%)",1.150241544,,28 (0.2)
"red_blood_cell, n (%)",1.174553045,,33 (0.2)
"red_blood_cell, n (%)",1.198864546,,33 (0.2)
"red_blood_cell, n (%)",1.223176047,,44 (0.3)
"red_blood_cell, n (%)",1.247487548,,30 (0.2)
"red_blood_cell, n (%)",1.271799048,,33 (0.2)
"red_blood_cell, n (%)",1.296110549,,23 (0.1)
"red_blood_cell, n (%)",1.32042205,,36 (0.2)
"red_blood_cell, n (%)",1.344733551,,32 (0.2)
"red_blood_cell, n (%)",1.369045052,,33 (0.2)
"red_blood_cell, n (%)",1.393356553,,24 (0.2)
"red_blood_cell, n (%)",1.417668054,,33 (0.2)
"red_blood_cell, n (%)",1.441979554,,38 (0.2)
"red_blood_cell, n (%)",1.466291055,,28 (0.2)
"red_blood_cell, n (%)",1.490602556,,31 (0.2)
"red_blood_cell, n (%)",1.514914057,,30 (0.2)
"red_blood_cell, n (%)",1.539225558,,36 (0.2)
"red_blood_cell, n (%)",1.563537059,,29 (0.2)
"red_blood_cell, n (%)",1.58784856,,29 (0.2)
"red_blood_cell, n (%)",1.612160061,,27 (0.2)
"red_blood_cell, n (%)",1.636471561,,21 (0.1)
"red_blood_cell, n (%)",1.660783062,,34 (0.2)
"red_blood_cell, n (%)",1.685094563,,28 (0.2)
"red_blood_cell, n (%)",1.709406064,,29 (0.2)
"red_blood_cell, n (%)",1.733717565,,22 (0.1)
"red_blood_cell, n (%)",1.758029066,,31 (0.2)
"red_blood_cell, n (%)",1.782340567,,21 (0.1)
"red_blood_cell, n (%)",1.806652067,,27 (0.2)
"red_blood_cell, n (%)",1.830963568,,29 (0.2)
"red_blood_cell, n (%)",1.855275069,,26 (0.2)
"red_blood_cell, n (%)",1.87958657,,28 (0.2)
"red_blood_cell, n (%)",1.903898071,,23 (0.1)
"red_blood_cell, n (%)",1.928209572,,21 (0.1)
"red_blood_cell, n (%)",1.952521073,,14 (0.1)
"red_blood_cell, n (%)",1.976832574,,18 (0.1)
"red_blood_cell, n (%)",2.001144074,,25 (0.2)
"red_blood_cell, n (%)",2.025455575,,25 (0.2)
"red_blood_cell, n (%)",2.049767076,,29 (0.2)
"red_blood_cell, n (%)",2.074078577,,10 (0.1)
"red_blood_cell, n (%)",2.098390078,,23 (0.1)
"red_blood_cell, n (%)",2.122701579,,18 (0.1)
"red_blood_cell, n (%)",2.14701308,,18 (0.1)
"red_blood_cell, n (%)",2.17132458,,17 (0.1)
"red_blood_cell, n (%)",2.195636081,,23 (0.1)
"red_blood_cell, n (%)",2.219947582,,17 (0.1)
"red_blood_cell, n (%)",2.244259083,,19 (0.1)
"red_blood_cell, n (%)",2.268570584,,17 (0.1)
"red_blood_cell, n (%)",2.292882085,,17 (0.1)
"red_blood_cell, n (%)",2.317193586,,15 (0.1)
"red_blood_cell, n (%)",2.341505086,,8 (0.1)
"red_blood_cell, n (%)",2.365816587,,15 (0.1)
"red_blood_cell, n (%)",2.390128088,,17 (0.1)
"red_blood_cell, n (%)",2.414439589,,16 (0.1)
"red_blood_cell, n (%)",2.43875109,,12 (0.1)
"red_blood_cell, n (%)",2.463062591,,10 (0.1)
"red_blood_cell, n (%)",2.487374092,,11 (0.1)
"red_blood_cell, n (%)",2.511685593,,2 (0.0)
"red_blood_cell, n (%)",2.535997093,,7 (0.0)
"red_blood_cell, n (%)",2.560308594,,8 (0.1)
"red_blood_cell, n (%)",2.584620095,,4 (0.0)
"red_blood_cell, n (%)",2.608931596,,18 (0.1)
"red_blood_cell, n (%)",2.633243097,,5 (0.0)
"red_blood_cell, n (%)",2.657554598,,7 (0.0)
"red_blood_cell, n (%)",2.681866099,,8 (0.1)
"red_blood_cell, n (%)",2.706177599,,11 (0.1)
"red_blood_cell, n (%)",2.7304891,,9 (0.1)
"red_blood_cell, n (%)",2.754800601,,5 (0.0)
"red_blood_cell, n (%)",2.779112102,,8 (0.1)
"red_blood_cell, n (%)",2.803423603,,11 (0.1)
"red_blood_cell, n (%)",2.827735104,,6 (0.0)
"red_blood_cell, n (%)",2.852046605,,6 (0.0)
"red_blood_cell, n (%)",2.876358106,,4 (0.0)
"red_blood_cell, n (%)",2.900669606,,3 (0.0)
"red_blood_cell, n (%)",2.924981107,,7 (0.0)
"red_blood_cell, n (%)",2.949292608,,7 (0.0)
"red_blood_cell, n (%)",2.973604109,,7 (0.0)
"red_blood_cell, n (%)",2.99791561,,3 (0.0)
"red_blood_cell, n (%)",3.022227111,,7 (0.0)
"red_blood_cell, n (%)",3.046538612,,4 (0.0)
"red_blood_cell, n (%)",3.070850112,,4 (0.0)
"red_blood_cell, n (%)",3.095161613,,8 (0.1)
"red_blood_cell, n (%)",3.119473114,,3 (0.0)
"red_blood_cell, n (%)",3.143784615,,1 (0.0)
"red_blood_cell, n (%)",3.168096116,,2 (0.0)
"red_blood_cell, n (%)",3.192407617,,7 (0.0)
"red_blood_cell, n (%)",3.216719118,,4 (0.0)
"red_blood_cell, n (%)",3.241030619,,3 (0.0)
"red_blood_cell, n (%)",3.265342119,,6 (0.0)
"red_blood_cell, n (%)",3.28965362,,10 (0.1)
"red_blood_cell, n (%)",3.313965121,,2 (0.0)
"red_blood_cell, n (%)",3.338276622,,4 (0.0)
"red_blood_cell, n (%)",3.362588123,,2 (0.0)
"red_blood_cell, n (%)",3.386899624,,5 (0.0)
"red_blood_cell, n (%)",3.411211125,,1 (0.0)
"red_blood_cell, n (%)",3.435522625,,8 (0.1)
"red_blood_cell, n (%)",3.459834126,,2 (0.0)
"red_blood_cell, n (%)",3.484145627,,8 (0.1)
"red_blood_cell, n (%)",3.508457128,,3 (0.0)
"red_blood_cell, n (%)",3.55708013,,5 (0.0)
"red_blood_cell, n (%)",3.581391631,,6 (0.0)
"red_blood_cell, n (%)",3.605703132,,3 (0.0)
"red_blood_cell, n (%)",3.630014632,,1 (0.0)
"red_blood_cell, n (%)",3.654326133,,2 (0.0)
"red_blood_cell, n (%)",3.678637634,,2 (0.0)
"red_blood_cell, n (%)",3.702949135,,1 (0.0)
"red_blood_cell, n (%)",3.727260636,,1 (0.0)
"red_blood_cell, n (%)",3.751572137,,3 (0.0)
"red_blood_cell, n (%)",3.775883638,,1 (0.0)
"red_blood_cell, n (%)",3.800195138,,1 (0.0)
"red_blood_cell, n (%)",3.824506639,,3 (0.0)
"red_blood_cell, n (%)",3.84881814,,1 (0.0)
"red_blood_cell, n (%)",3.873129641,,1 (0.0)
"red_blood_cell, n (%)",3.897441142,,1 (0.0)
"red_blood_cell, n (%)",3.921752643,,3 (0.0)
"red_blood_cell, n (%)",3.946064144,,1 (0.0)
"red_blood_cell, n (%)",3.970375644,,3 (0.0)
"red_blood_cell, n (%)",3.994687145,,2 (0.0)
"red_blood_cell, n (%)",4.018998646,,1 (0.0)
"red_blood_cell, n (%)",4.043310147,,1 (0.0)
"red_blood_cell, n (%)",4.067621648,,1 (0.0)
"red_blood_cell, n (%)",4.091933149,,3 (0.0)
"red_blood_cell, n (%)",4.11624465,,3 (0.0)
"red_blood_cell, n (%)",4.140556151,,3 (0.0)
"red_blood_cell, n (%)",4.164867651,,1 (0.0)
"red_blood_cell, n (%)",4.189179152,,2 (0.0)
